ukrainian,definition
відкашлявшись,cough up phrasal v.
придивитись,take a closer look v.
колегами,colleagues n.
збіглі,fled adj./n.?
опущеними,downtrodden adj.
м'ячами,balls n.
чарівності,charms n.
дієті,diet n.
візочки,prams; n. plural of pram (baby carriage)
космогонія,cosmogony; n. theory of the origin and structure of the universe
пригноблені,oppressed; adj. subdued; downtrodden
слугам,to servants; for servants (prep./n.)
верхніми,upper (adj.)
касу,kasu (n.)
комоді,chest of drawers (n.)
змете,tracks
значиться,is recorded; stands out
додаткової,additional (adj.)
стікали,teller (n.)
складеними,folded (adj.)
хлібороби,farmers (n.)
супроводила,accompanied
ріжучи,cutting (v. gerund)
зловмисники,malefactors (n.)
жиром,fat (n.)
голодної,hungry (adj.)
битим,beaten (adj.)
виру,whirlwind (n.)
горбатий,humpbacked (adj.)
посилаючись,referring (gerund/participial)
ув'язнили,shut up; imprisoned (v.)
прикметні,characteristic (adj./n.)
засвистів,to whistled; to whistle
психології,psychology (n.)
заважаємо,hinder; prevent (v.)
королівська,royal (adj.)
подібному,similar; like
округлий,round (adj.)
затятий,fierce; stubborn (adj.)
благородно,nobly; gallantly (adv.)
полізли,climbed in; went up (v.)
виразний,distinct; expressive (adj.)
корився,bowed; creased (v./adj.)
схочеться,willing; eager (adj.)
пожертвували,to sacrificed (v.)
лилися,flowed; poured (v.)
прив'язував,tied; fastened (v.)
безкраїй,immeasurable; endless (adj.)
підозрюєш,you suspect (v.)
мережив,lace (n.)
рухалась,moved (v.)
забарилася,stopped; halted (v.)
пошану,reverence; honor (n.)
засудили,condemned; judged (v.)
передня,front; anterior (adj.)
сваволю,caprice; whim (n.)
травми,injuries (n.)
панночки,misses; young ladies (n.)
панелі,panels (n.)
дрімотою,in a drowse; with sleep (adv.)
вирішило,decided; resolved (v.)
нездатним,incapable (adj.)
читача,reader (n.) a person who reads; one who reads
підвалів,cellars (n. pl.) underground chambers; basements
звивистим,winding (adj.) having many twists; serpentine
скинута,thrown (adj.) past participle of throw; discarded
розкажете,tell (v.) to relate; narrate
розкладного,foldable (adj.) capable of folding; collapsible
з'їдають,devour (v.) to eat greedily; consume
переступаючи,stepping (v./adj.) moving by stepping; crossing
більшає,increase (v.) to become greater; grow
чайок,teacups (n. pl.) small cups for tea
приїздили,arrived (v. pl.) they came to a place
подерту,torn (adj.) ripped; damaged
оберемо,choose (v.) to select; pick
проводимо,conduct (v.) to carry out; perform
друковані,printed (adj.) produced by printing
зарослого,overgrown (adj.) covered with vegetation
сирий,raw (adj.) uncooked; unprocessed
сарказму,sarcasm (n.) biting or ironic remark
мітлі,brooms (n. pl.) cleaning tools with bristles
суворими,strict (adj.) rigorous; exacting
облишили,abandoned (v./adj.) left behind; forsaken
воротаря,goalkeeper (n.) the player guarding the goal
напруживши,strained (v./adj.) stretched; tense
вишуканим,elegant (adj.) refined; tasteful
зносив,worn (adj.) damaged from use
надійному,reliable (adj.) dependable; trustworthy
надрукував,printed (v./adj.) produced by printing
доль,portion (n.) part of a whole; share
почастішали,increased (v.) became more frequent or large
червонішим,redder (adj.) more red
озираючи,looking around (v./adj.) scanning the surroundings
паперова,paper (adj.) made of paper; paper-related
добігти,reach (v.) to get to; arrive at
підлеглого,subordinate (n.) a person under another's authority
магазину,store (n.) shop; place selling goods
прибирали,tidied (v.) cleaned and organized
океанію,Oceania (n.) the vast region including Australia and surrounding islands
лупою,magnifying glass (n.) a lens for enlarging distant objects
підготовки,preparation (n.) the act of preparing; readiness
голодує,starve (v.) to suffer hunger; to hunger
скинутий,thrown (pp.) cast aside; discarded
торжествував,triumphed (v.) achieved victory; prevailed
повновода,full-flowing (adj.) having a continuous and ample flow
заростей,thickets (n. ) dense bushes; brush
традиційного,traditional (adj.) relating to long-established customs
увійдуть,enter (v.) to go in; come into a place
ґречно,courteously (adv.) in a polite and respectful manner
забитого,jammed (adj.) filled to capacity; packed
дивовижними,amazing (adj.) causing wonder; remarkable
одержить,obtain (v.) to acquire; gain
цінували,estimate (v.); value (v.)
гупав,thumped (v.); banging (adj.)
стандартне,standard (adj.); standard (n.)
спробою,attempt (n.)
підтвердили,confirmed (v.); established (v.)
вогників,lights (n. pl.); lamps (n.)
кормова,fodder (n.); feed (n.)
вклонившись,bowed (v.); bending (part.)
намацала,felt (v.); groped (v.)
хвилюватись,to worry; to be anxious
еі,them (pron.)
трусонув,touched; brushed (v.)
неабиякі,to value; to esteem (v.)
віддячимо,substantial; considerable (adj.)
імпровізації,recompense; repay (v.)
чергових,improvisations (n. pl.)
втомлене,on-duty; successive (adj.)
досяжності,tired (adj.)
прозорий,reach; attainability (n.)
розчищати,transparent; clear (adj.)
склянкою,to clear (v.); to clear away (v.)
кілочками,glass (n.)
розряди,pegs; stakes (n. pl.)
ідеальною,ranks; grades; categories
диском,perfect (adj.)
сувенірів,discomfort (n.)
викличуть,souvenirs; mementos (n. pl.)
протиснутися,will provoke; will cause (v.)
зручними,to push through; to squeeze through
нинішня,convenient; comfortable (adj.)
абощо,current; present (adj.)
переїздом,etc.; and so on (adv.)
величину,relocation travel; moving (n.)
деревам,magnitude; size; extent
опиралися,tree (n.)
вітряний,resisted; leaned (against) (v.)
погубили,windy; breezy (adj.)
цеху,ruined; destroyed (v. pl.)
крупинки,shop; workshop (n.)
органічного,granules; specks (n. pl.)
вливається,organic (adj.)
ринви,flows in; pours in (v.)
незбагненне,eaves; gutters (n. pl.)
нахиляється,unfathomable; inexplicable
маяків,leans; tilts (v.)
вихідних,lighthouses; beacons (n. pl.)
чайка,weekends; days off (n. pl.)
нерозлучні,seagull; gull (n.)
зустрічних,inseparable; constant companions
старомодні,opposing; confronting (adj.)? (adj.)? alternative: opposite (adj.)?
вимозі,extortion; n. coercion; duress; demand exceeding what is due
волоком,dragging; by dragging (n./adv.)
помовч,keep silent; v. imper. 'stop talking' or 'be quiet'
безхмарному,cloudless; adj. without clouds; clear
сердечні,cordial; adj. affectionate; heartfelt
невиразна,indistinct; adj. vague; dim; faint
йоркського,of York; adj. pertaining to York (as in yorkshire)
кинута,cast off; v. past of cast off; thrown out
стоячого,standing; adj. standing;upright; n. person standing
вполювали,they hunted down; v. hunted; captured
чемна,civil; adj. polite; well-behaved
клята,"damned; adj. cursed, accursed; (vulgar) darned"
відвідинами,by visits (adv.)
воїнство,military; n. armed forces; army; troops
