ukrainian,definition
пшінка,"lesser celandine, pilewort"
пшоно,millet grain(s)
пшрм'ар,(-ря́)ч (змагу́н шпа́дою) fencer
пюпітр,music stand
пюре,puree
пʼютер,pewter
пʼявка,leech
п'явки,to apply leeches
пʼядь,span
пʼянии,drunk
п'яниця,"(-ці) ж drunkard,tippler щ. boozer |te(d)"
пʼяниця,"drunk, drinker of sth"
пʼянка,piss-up
п'янкии,intoxicating;inebriaи'я́нство (-ва) c mania for drinking
пʼянкии,"intoxicating, heady"
пʼянчуга,drunk
п'ята,(-ти́) ж heel; наки́вати
пʼята,"heel; foot, base"
п'ятами,"to take to one's heels, p"
пʼятдесят,fifty
пʼятдесятии,fiftieth; the fifties
пʼятеро,five
пʼятиборство,pentathlon
пʼятии,fifth
пʼятикутник,pentagon
пʼятиповерхівка,five-storeyed house
пʼятірка,No
пʼятка,heel
пʼятнадцятии,fifteenth
пʼятнадцять,fifteen; quarter of an hour
пʼятниця,Friday; Good Friday
пʼятсот,five hundred
пʼять,five
п.,Mr
раб,slave
рабарбар,( ру) ч бот. rhubarb
рабат,"discount, rebate"
рабин,rabbi
рабиня,(female) slave
рабовласник,"slaveholder, slave master"
рабство,servitude
рабськии,"slavish, servile, slave -..."
рабувати,"to take by force (from a p.), to steal; кому́сь щось to rob a. plunder a p. of a th.; здобу́те місто: to sack"
равіолі,ravioli
равлик,snail
РАГС,"registry (office), (BrE)"
рагу,ragout
раґлян,(-на) ч frock-coat; (ЖІНОЧИЙ) skirt
рад,= ра́дий; я ~ би зна́ти I should be glad to know: ~ би я бу́ти пта́шкою I wish I were a bird; я був mo його позбу́вся I was thankful (а. glad) to get jid of him
рада,How are you coping
радаізм,(-у) ч radicalism
радар,radar; radar detector
радии,"pleased, glad; be delighted; I'm glad that…"
радикал,radical
радикалізм,radicalism
радикальнии,radical
радикально,radically
радирувати,radio sb
радист,"signaller, radio operator"
радистка,(female) radio operator
радити,advise sb
радитися,"consult sb about sth, with sb"
радіальнии,radial
радіатор,"radiator, cooler; radiator; radiator grille, radiator grill"
радіація,radiation
радібвии,"broadcast, wireless"
радіи,(-ію) ч radium
радіо,radio
радіоактивнии,radioactive
радіоактивність,radioactivity
радіографія,radiography
радіозвʼязок,radiocommunication
радіокеровании,radio-controlled
радіолікування,"radiotherapy, radiation therapy"
радіолюбитель,(radio) ham
радіомовлення,radio
радіомовнии,radio
радіоняня,babyphone
радіоприимач,radio (transmitter)
радіостанція,radio station
радіотерапія,"radiotherapy, radiation therapy"
радіотехніка,radio technology
радіощогла,radio mast
радіснии,"joyful, joyous"
радісно,happily
радістація,"(-ії) ж radio (а. wireless) station: ~телегра́ма ( ми) ж wireless message (а. telegram, radio[telegrami); marconigram"
радість,"joy, zest; be glad, be pleased to do sth"
радіти,rejoice in sth
радіус,radius
радіюс,(-ca) ч radius
радіятор,"(-а) ч radiator, heater"
раднии,"(-ого) ч councillor, urban a. rural a. district councillor"
радник,"adviser, consultant, counsellor, (AmE)"
радниця,(female) adviser
радон,radon
радувати,please sb
радуга,rainbow
радьнии,"radical радйрка ( ки) ж india-rubber, rubber"
радянськии,Soviet; the Soviet Union
раз,times; time
разова,~ whole meal; pollard
разовии,brown (а. wholemeal)
разом,"together; in all, in total, altogether, overall, in (the) aggregate"
разючии,striking
раи,paradise
раидуга,rainbow
раидужка,iris
раидужнии,"iridescent, rainbow-coloured"
раион,"quarter, district, neighbourhood, (AmE)"
раионнии,"regional, district"
раиськии,"paradisal, paradisiacal"
раитузи,(-зів) мн; ра́йтки (-ток) мн штани́ до їзди́ верхо́м (riding-)breaches
раІм,~ник (-а) ч bribe taker;
раІмництво,(-ва) c bribery; corruption
рак,lung cancer
ракета,(space) rocket; missile
ракетка,tennis racket
ракетнии,missile; rocket launcher; missile attack
ракетниця,rocket launcher
ракетоплан,(space) shuttle
раковии,cancerous
раковина,auricle
ракоподібнии,crustacean
ракушка,shell
ралі,rally
рама,frame
рамадан,Ramadan
рамар-столяр,( аря́ -а) ч frameworker
рамено,(-на) с shoulder
рамка,frame
рампа,ramp
рам'я,"(-мени) с arm; upper arm; (ріки́, свічника́) branch; з ра́мени by order of, on behalf of"
